service_type,day_of_week,is_weekend,hour_of_day,slot_booking_count,avg_hourly_bookings,avg_service_duration_minutes,historical_avg_wait,expected_wait_minutes
nic,5,1,14,6,18,22.15,92.8,146.29
license,2,0,15,8,18,29.17,150.6,220.03
passport,4,0,15,10,14,29.57,182.62,240
nic,0,0,14,11,11,12.75,93.68,152.47
nic,0,0,9,1,11,21.33,7.54,16.39
passport,0,0,10,14,17,33.21,304.14,240
nic,2,0,10,7,9,10.29,39.87,73.21
license,4,0,9,9,9,22.15,126.47,187.85
passport,0,0,13,12,12,38.65,305.45,240
license,4,0,9,9,10,24.97,147.42,226.46
passport,4,0,15,8,17,26.29,144.1,217.84
license,1,0,10,10,18,29.25,195.49,240
license,5,1,14,7,13,22.87,103.41,163.52
passport,3,0,14,7,22,32.35,155.29,240
passport,1,0,9,6,9,29.59,127.46,176.49
license,0,0,13,9,9,20.92,106.84,189.52
nic,2,0,9,8,12,20.63,108.91,163.5
nic,0,0,11,10,10,16.55,110.38,166.24
passport,5,1,9,12,12,22.97,183.73,240
nic,0,0,14,7,15,24.17,95.97,185.12
nic,2,0,9,1,7,18.25,15.85,13.73
license,5,1,13,6,13,21.39,81.22,126.65
license,2,0,13,13,14,26.79,232.03,240
license,0,0,15,13,13,22.8,200.27,240
nic,0,0,15,4,9,22.5,54.73,87.35
passport,0,0,9,8,14,24.21,108.63,186.48
license,5,1,15,4,9,20.75,58.16,73.52
nic,0,0,9,1,8,18.71,11.32,17.92
passport,2,0,9,8,8,29.04,144.53,214.53
nic,6,1,14,10,13,15.43,107.47,153.65
license,4,0,10,14,14,29.52,261.26,240
nic,2,0,13,11,15,19.21,141.13,220.85
passport,1,0,15,6,10,29.41,100.03,175.67
license,4,0,15,0,12,32.36,5,10.64
license,3,0,9,14,15,19.2,165.82,240
nic,2,0,13,7,15,17.89,95.43,145.95
license,3,0,9,2,7,19.13,18.68,35.6
nic,0,0,11,6,14,23.1,91.08,146.06
license,0,0,13,10,14,20.36,111.11,211.67
passport,2,0,10,12,12,29.76,229.14,240
license,0,0,14,9,12,23.69,133.46,229.55
nic,2,0,15,5,12,25.35,86.28,125.43
nic,3,0,9,7,9,17.37,81.29,120.44
passport,1,0,15,8,11,31.81,156.67,240
nic,4,0,11,10,11,19.44,118.11,196.7
nic,3,0,10,11,11,24.69,179.63,240
nic,3,0,10,10,10,16.2,112.9,156.08
license,5,1,9,12,12,24.82,173.95,240
license,5,1,11,10,10,24.77,166.32,224.88
passport,2,0,13,11,20,36.28,256.17,240
passport,3,0,10,14,14,33.09,300.58,240
license,5,1,9,0,0,26.82,5,3
license,4,0,10,8,8,30.51,166.35,234.98
nic,4,0,13,10,15,15.98,109.86,179.77
license,5,1,10,5,8,27.24,93.64,127.51
license,6,1,15,3,8,25.0,45.28,66.49
license,6,1,14,6,15,24.82,91.47,152.47
license,6,1,9,7,7,28.24,129.3,177.38
license,4,0,10,9,14,21.34,130.22,192.18
nic,5,1,13,5,7,16.19,55.18,84.37
license,0,0,15,7,12,24.07,105.82,168.13
passport,0,0,14,9,20,38.65,223.7,240
nic,6,1,13,11,11,11.54,87.64,136.32
license,3,0,13,6,15,23.32,94.69,154.84
license,6,1,11,3,6,26.18,44.06,79.01
license,1,0,14,6,19,24.93,109.78,176.36
nic,3,0,9,13,13,25.41,206.94,240
nic,2,0,13,7,15,18.66,81.29,148.49
nic,2,0,10,7,16,18.58,68.9,129.2
nic,4,0,14,4,16,12.53,29.22,71.1
passport,6,1,15,6,7,28.21,109.06,155.77
license,2,0,10,11,11,24.18,178.95,240
license,0,0,9,4,10,25.55,71.66,100.55
nic,1,0,11,10,10,21.14,143.26,204.6
nic,0,0,15,6,15,17.97,74.45,114.03
passport,1,0,11,7,16,32.74,143.39,226.3
passport,2,0,13,13,19,28.82,248.38,240
license,0,0,13,7,14,25.82,124.74,187.47
nic,4,0,15,8,8,17.23,90.46,141.2
nic,2,0,14,7,9,17.25,61.74,117.07
nic,4,0,14,13,21,16.32,139.55,225.86
nic,4,0,15,4,6,16.45,37.05,75.44
nic,4,0,14,7,14,13.83,56.82,113.75
passport,0,0,14,6,18,29.54,117.37,194.8
nic,4,0,9,8,12,26.18,137.01,194.37
nic,4,0,15,10,10,20.88,135.96,207.33
license,1,0,11,4,7,21.59,48.56,88.8
passport,4,0,10,10,12,30.5,190.64,240
nic,5,1,13,5,5,11.26,41.48,66.94
license,6,1,14,9,12,22.46,135.9,199.69
license,4,0,10,7,15,24.53,114.46,182.28
passport,0,0,15,9,18,37.78,226.69,240
nic,1,0,14,6,8,18.23,75.8,124.0
license,5,1,11,6,10,23.48,93.26,126.76
license,0,0,10,7,7,22.85,93.32,156.35
license,5,1,14,6,16,25.12,111.23,169.4
nic,6,1,10,8,10,12.39,58.06,89.18
license,2,0,10,7,11,24.8,102.28,169.0
nic,0,0,13,7,15,20.94,91.63,161.41
license,0,0,11,3,16,27.41,41.29,96.72
license,3,0,13,18,18,23.53,268.29,240
nic,0,0,11,8,10,22.9,132.63,191.34
nic,6,1,10,6,14,19.19,75.03,107.22
license,3,0,11,6,13,24.98,105.93,150.76
license,0,0,13,7,21,20.79,100.6,173.59
passport,0,0,15,5,17,27.56,82.11,140.46
nic,3,0,14,10,10,15.78,90.24,169.79
passport,0,0,15,6,16,25.8,84.75,141.95
nic,5,1,10,10,10,19.16,114.9,183.72
license,2,0,11,9,17,19.35,114.27,171.36
license,4,0,11,8,17,22.95,110.84,188.41
license,6,1,14,9,10,22.71,142.5,203.72
license,3,0,9,6,9,27.1,103.4,157.86
passport,3,0,15,11,14,27.21,195.8,240
license,4,0,14,6,22,19.4,76.39,130.54
nic,3,0,15,3,14,17.76,34.33,65.18
license,0,0,11,6,13,26.99,99.2,157.16
license,0,0,14,10,11,24.44,157.77,240
license,6,1,14,11,11,26.62,200.72,240
license,4,0,10,7,11,25.83,119.54,179.62
passport,6,1,11,10,10,30.67,201.77,240
passport,2,0,13,10,19,30.77,207.4,240
nic,5,1,15,3,3,18.19,42.77,46.77
nic,6,1,11,10,10,12.45,79.28,120.11
nic,4,0,13,8,14,18.04,86.7,159.9
nic,3,0,15,10,10,18.56,123.69,184.03
license,1,0,11,9,12,27.74,152.24,237.11
nic,4,0,9,5,11,15.0,33.45,62.18
passport,2,0,13,14,14,38.16,346.12,240
passport,4,0,10,9,30,28.64,171.35,240
nic,6,1,15,9,9,23.8,149.42,201.38
passport,5,1,9,1,6,38.76,19.57,28.59
passport,4,0,14,14,18,32.43,291.76,240
nic,2,0,14,6,14,22.26,96.88,158.87
nic,6,1,13,10,10,12.79,90.32,141.98
license,1,0,9,3,6,21.36,60.11,69.22
nic,2,0,15,8,8,24.76,120.3,186.1
nic,3,0,10,6,15,22.01,75.07,119.25
nic,3,0,15,8,12,22.04,105.36,175.84
nic,3,0,15,11,13,23.45,176.59,240
passport,3,0,13,13,29,28.17,226.68,240
license,5,1,15,7,11,27.04,121.15,171.98
passport,0,0,14,9,13,33.64,198.74,240
nic,6,1,10,10,10,14.98,107.64,150.12
license,5,1,11,5,12,22.44,81.69,105.67
passport,6,1,14,5,15,34.82,111.56,173.09
license,4,0,13,12,17,19.42,142.06,239.04
nic,4,0,13,7,13,28.06,115.42,202.04
nic,2,0,14,13,19,19.53,157.18,240
license,2,0,11,9,16,19.76,117.89,179.0
license,1,0,13,12,13,23.46,178.09,240
license,1,0,14,3,16,13.22,31.84,67.63
nic,2,0,13,7,14,15.17,47.36,111.39
nic,1,0,11,2,17,16.47,18.9,50.26
license,2,0,14,8,10,24.14,132.49,201.13
nic,0,0,10,4,9,19.55,64.91,74.14
passport,3,0,14,5,31,24.97,67.53,151.74
license,6,1,13,8,10,30.89,159.1,240
passport,3,0,15,10,10,34.52,221.38,240
nic,6,1,10,7,7,18.52,80.37,121.05
license,6,1,13,8,16,28.43,141.56,223.95
nic,4,0,11,6,14,20.35,70.14,113.72
nic,3,0,11,9,10,27.91,163.33,240
license,5,1,11,7,12,21.76,92.6,148.82
nic,6,1,9,6,6,10.39,27.79,34.91
license,1,0,14,11,14,22.91,159.57,240
passport,2,0,9,8,10,35.63,174.3,240
license,0,0,9,10,10,25.84,164.34,240
passport,0,0,11,7,16,30.72,136.36,221.46
license,5,1,11,6,8,20.32,83.11,118.2
nic,3,0,13,5,16,12.06,46.39,76.17
nic,6,1,10,7,17,10.94,55.8,76.97
nic,4,0,11,10,11,21.51,133.69,214.08
passport,6,1,15,6,8,25.28,91.72,136.46
license,3,0,11,6,15,25.11,95.11,153.3
license,3,0,10,7,8,22.51,105.66,156.03
passport,5,1,11,19,19,38.51,483.77,240
nic,1,0,14,7,24,15.63,72.5,134.77
nic,6,1,14,12,17,15.67,112.98,184.21
license,4,0,9,10,10,29.3,170.39,240
passport,6,1,10,13,13,37.29,316.83,240
license,5,1,13,9,9,11.9,70.15,119.58
license,2,0,15,11,11,25.01,190.58,240
passport,6,1,9,3,9,38.86,84.27,102.25
license,1,0,15,11,11,30.73,216.43,240
passport,3,0,15,8,15,31.3,163.76,240
nic,4,0,15,5,7,22.36,74.36,118.45
passport,1,0,9,8,14,31.51,170.66,240
passport,2,0,10,9,9,30.22,176.75,240
license,1,0,15,8,10,18.43,110.22,160.13
nic,0,0,11,7,9,13.16,63.33,92.08
passport,5,1,15,7,8,34.18,165.8,229.12
passport,5,1,11,7,12,28.2,117.87,194.32
passport,6,1,10,10,10,28.06,182.5,240
license,5,1,10,13,14,17.71,140.64,211.64
passport,1,0,9,12,12,36.37,288.46,240
license,3,0,14,10,21,20.66,118.82,216.98
license,6,1,14,7,14,27.25,116.99,185.73
nic,5,1,9,2,2,16.08,25.3,9.8
license,6,1,15,3,9,25.66,38.22,72.53
passport,2,0,13,12,18,34.93,272.2,240
nic,1,0,10,1,15,19.68,5,23.83
passport,0,0,14,14,15,31.67,294.42,240
license,1,0,9,6,17,22.93,88.16,132.71
license,0,0,15,9,9,25.84,142.21,223.01
passport,1,0,14,12,18,29.88,228.61,240
license,3,0,10,7,9,20.07,100.05,147.01
license,5,1,15,7,9,26.47,122.32,162.89
license,5,1,15,10,13,25.75,169.46,240
nic,3,0,9,11,11,13.4,103.19,144.7
nic,3,0,15,8,8,16.36,77.25,129.87
nic,5,1,15,8,9,26.24,131.51,194.66
license,0,0,9,4,9,22.37,61.92,84.13
nic,2,0,10,15,15,27.27,273.14,240
passport,3,0,15,14,14,29.41,275.21,240
passport,1,0,14,13,14,30.24,258.16,240
passport,6,1,15,14,14,35.25,326.63,240
passport,0,0,13,7,18,27.61,126.1,201.52
nic,2,0,9,5,7,17.69,43.47,81.26
nic,4,0,15,7,16,22.63,99.56,164.4
nic,3,0,9,6,8,11.2,42.15,72.01
license,3,0,15,6,17,20.34,81.47,119.53
license,1,0,13,6,9,18.16,66.27,128.08
license,2,0,13,17,17,24.41,268.31,240
license,4,0,15,6,13,31.31,115.63,186.65
license,6,1,13,7,14,24.36,111.04,173.17
passport,1,0,9,9,10,39.35,236.66,240
nic,0,0,9,10,17,14.44,95.28,141.11
license,6,1,14,8,8,25.33,127.04,184.58
nic,4,0,10,7,13,19.34,84.49,141.46
nic,6,1,11,6,7,17.92,71.47,94.5
passport,1,0,15,9,14,32.14,185.4,240
license,6,1,15,4,10,23.96,69.68,86.75
passport,5,1,9,10,13,28.6,185.81,240
passport,2,0,15,7,15,28.07,124.21,197.22
nic,3,0,9,5,5,22.92,74.54,120.9
license,6,1,13,13,20,23.96,219.9,240
nic,0,0,11,10,15,19.73,139.37,203.55
nic,3,0,14,9,9,21.07,119.51,216.02
passport,0,0,11,8,15,37.41,183.69,240
nic,5,1,13,9,10,20.48,123.96,191.98
passport,4,0,14,13,13,27.42,232.2,240
license,2,0,9,2,3,29.56,50.99,58.86
license,5,1,10,4,5,27.08,71.59,95.07
passport,5,1,15,1,16,30.73,24.14,22.88
passport,5,1,9,1,2,31.24,9.11,12.02
license,2,0,13,12,16,22.78,176.01,240
license,0,0,11,6,8,27.64,106.72,158.43
nic,6,1,14,2,11,16.27,30.62,52.11
license,6,1,14,5,5,24.65,71.67,110.08
nic,2,0,15,6,9,14.14,69.32,96.27
nic,0,0,14,6,12,22.2,91.47,149.19
license,1,0,13,12,14,28.28,245.37,240
license,3,0,13,5,8,26.96,86.34,140.68
license,2,0,9,7,8,19.72,98.59,142.78
passport,5,1,11,8,17,31.24,169.05,239.5
passport,4,0,10,9,14,27.18,171.61,240
license,1,0,14,11,13,21.59,145.32,237.78
passport,2,0,14,9,17,28.22,149.0,240
nic,0,0,10,7,13,13.29,43.23,86.28
passport,1,0,11,9,22,32.32,173.53,240
license,2,0,11,12,12,22.63,180.78,240
license,3,0,14,7,17,14.94,76.03,132.82
nic,3,0,11,9,12,13.95,90.06,128.04
passport,5,1,13,7,19,33.02,145.02,240
passport,6,1,13,9,17,30.82,179.9,240
passport,4,0,11,11,18,35.32,252.55,240
passport,0,0,13,9,16,30.07,181.22,240
nic,2,0,11,14,17,23.35,215.78,240
nic,3,0,9,3,3,19.2,30.99,39.44
passport,2,0,13,12,19,33.94,275.59,240
license,0,0,9,5,7,25.29,66.41,105.87
nic,5,1,10,4,11,13.81,24.95,35.65
passport,4,0,11,8,26,30.51,147.05,240
nic,3,0,13,11,11,10,64.41,127.22
passport,1,0,14,15,17,30.64,292.83,240
passport,0,0,14,12,19,32.03,255.55,240
license,4,0,15,10,16,27.9,183.6,240
passport,2,0,14,8,16,30.96,158.94,240
passport,2,0,11,12,17,30.16,243.22,240
nic,1,0,14,9,16,15.57,94.68,164.42
nic,4,0,9,3,12,17.02,29.65,43.24
nic,0,0,15,7,11,18.12,90.38,128.85
nic,4,0,13,12,12,13.18,92.59,163.17
nic,6,1,10,3,11,18.1,45.25,53.03
passport,4,0,15,10,15,35.73,224.6,240
nic,0,0,11,11,11,21.68,157.98,235.49
license,4,0,9,1,12,23.1,11.26,23.33
nic,6,1,15,2,2,13.66,28.49,17.59
passport,1,0,11,4,13,31.16,85.56,133.05
license,6,1,15,5,11,19.82,58.2,83.66
passport,4,0,9,9,11,32.43,184.0,240
license,4,0,11,12,12,26.87,218.61,240
passport,3,0,15,10,18,25.52,155.3,240
passport,2,0,14,13,14,32.2,270.63,240
passport,0,0,11,9,9,32.56,168.02,240
license,2,0,9,2,5,26.24,30.85,44.07
nic,1,0,13,3,8,13.14,17.05,57.16
passport,4,0,9,9,13,27.21,156.15,233.34
license,1,0,14,9,21,21.94,140.79,219.65
nic,4,0,10,10,10,20.42,136.68,187.24
passport,5,1,14,13,13,29.44,248.99,240
license,5,1,9,5,5,29.68,111.6,140.18
passport,6,1,10,12,12,36.35,283.22,240
license,1,0,11,5,9,30.15,95.48,143.67
license,3,0,14,14,15,23.14,225.24,240
passport,5,1,15,7,9,31.2,145.78,216.96
passport,5,1,10,7,17,29.16,119.86,192.26
passport,0,0,14,11,15,28.26,191.95,240
passport,5,1,11,8,10,38.74,195.98,240
nic,6,1,11,7,7,17.06,71.86,107.9
nic,5,1,14,8,14,15.36,70.36,128.81
license,0,0,9,6,8,16.65,64.95,103.65
passport,5,1,15,8,11,31.39,176.99,240
nic,0,0,11,8,12,12.95,73.61,105.29
nic,6,1,13,12,12,18.05,122.3,213.76
passport,2,0,15,7,12,33.71,143.18,229.18
passport,4,0,11,17,17,32.24,349.96,240
nic,5,1,13,6,6,28.01,103.62,164.79
nic,0,0,10,7,14,15.69,65.73,113.3
license,4,0,11,11,15,26.37,181.87,240
passport,3,0,9,7,13,30.79,132.77,201.33
nic,6,1,10,11,11,18.47,141.81,190.04
nic,4,0,9,2,5,19.85,36.7,42.94
license,2,0,11,6,10,23.07,73.1,126.81
license,1,0,10,12,12,22.66,187.49,240
passport,5,1,9,2,9,32.21,51.45,61.38
passport,5,1,13,7,20,26.54,131.13,182.26
license,4,0,11,6,9,21.4,89.15,130.71
passport,4,0,11,0,17,33.57,10.93,18.38
license,4,0,14,7,15,28.62,140.08,221.43
nic,5,1,14,4,4,10.23,40.64,45.25
license,2,0,10,13,18,26.71,222.54,240
nic,5,1,13,10,10,17.4,111.64,170.52
nic,3,0,9,10,10,22.49,143.33,214.23
license,6,1,14,8,8,22.03,121.12,178.81
passport,4,0,11,3,9,37.75,77.68,117.97
license,0,0,10,12,14,21.38,168.43,240
nic,2,0,14,4,15,17.06,43.21,78.08
passport,2,0,14,11,14,34.3,233.84,240
passport,2,0,11,12,15,30.63,245.23,240
nic,6,1,15,1,10,13.63,24.1,15.61
passport,1,0,10,12,13,32.04,252.38,240
license,0,0,10,8,12,24.3,126.22,189.06
nic,6,1,11,4,9,20.7,53.6,75.23
license,5,1,13,10,11,23.36,143.88,234.8
nic,4,0,14,10,11,13.99,93.64,149.32
nic,2,0,15,7,9,13.62,43.95,92.0
nic,3,0,10,11,11,13.2,101.14,146.08
passport,5,1,15,8,8,29.4,158.88,214.66
license,1,0,11,5,12,28.39,96.68,142.42
passport,5,1,11,10,10,35.91,235.71,240
nic,4,0,9,6,12,18.1,59.9,101.18
passport,2,0,15,10,16,30.92,200.89,240
license,1,0,10,11,11,32.44,224.16,240
license,4,0,9,5,9,23.82,82.89,110.03
license,6,1,13,7,10,23.43,115.55,161.76
passport,5,1,10,11,11,32.27,230.37,240
nic,3,0,15,4,6,21.39,53.96,90.25
passport,2,0,9,12,15,36.11,282.46,240
passport,4,0,14,9,17,26.36,154.03,240
passport,4,0,13,14,14,33.54,292.97,240
passport,1,0,9,9,11,32.77,181.83,240
license,0,0,9,9,9,16.41,98.96,141.86
nic,2,0,14,7,18,20.83,99.82,155.37
license,1,0,9,8,9,22.28,118.42,173.14
passport,5,1,9,7,8,38.3,178.73,240
passport,2,0,10,13,20,33.83,291.34,240
nic,6,1,15,6,9,18.32,74.62,108.55
license,1,0,14,9,12,22.12,123.27,200.85
license,0,0,15,4,15,22.5,59.11,89.33
passport,0,0,15,19,19,33.31,417.32,240
passport,5,1,13,5,14,28.88,101.88,148.43
license,6,1,13,1,14,24.33,18.77,36.09
nic,5,1,13,11,12,18.33,131.52,216.63
passport,0,0,10,8,15,39.62,220.69,240
nic,3,0,9,8,8,18.59,98.29,135.64
license,1,0,11,7,18,19.67,86.97,137.68
license,5,1,15,7,11,27.08,127.61,178.79
passport,3,0,10,8,13,41.66,215.61,240
license,6,1,9,3,11,32.93,58.37,92.9
nic,2,0,14,12,13,17.06,133.24,208.24
nic,5,1,15,3,11,19.83,44.84,59.66
nic,1,0,14,11,13,15.05,113.93,190.23
license,4,0,10,9,10,22.69,140.84,198.21
nic,2,0,13,13,13,16.04,132.15,214.64
nic,2,0,10,5,15,14.07,52.09,69.36
nic,1,0,15,4,10,21.57,53.42,81.9
license,0,0,11,5,13,25.02,77.26,123.88
license,3,0,11,8,12,23.2,115.78,186.21
nic,1,0,15,4,10,15.53,41.14,67.15
passport,6,1,9,2,7,29.53,52.51,45.3
passport,5,1,15,9,11,29.57,168.36,240
nic,5,1,11,9,9,14.68,93.61,126.12
license,6,1,10,3,3,26.46,51.87,67.62
nic,2,0,10,7,8,19.9,79.29,133.7
nic,5,1,15,10,14,20.53,124.59,199.88
nic,5,1,11,8,9,15.67,74.15,119.09
license,4,0,11,7,19,21.96,93.75,156.57
nic,1,0,10,6,13,22.18,73.59,130.16
license,1,0,9,8,8,25.35,130.98,188.02
passport,5,1,9,5,11,36.18,108.51,170.57
nic,3,0,9,3,4,24.94,47.38,63.87
nic,0,0,14,13,15,22.54,186.59,240
license,2,0,10,8,11,14.37,74.64,113.84
passport,1,0,15,11,11,29.21,205.49,240
passport,5,1,15,7,9,29.12,136.78,197.14
nic,0,0,13,14,14,16.42,150.23,240
nic,0,0,10,8,9,25.35,128.4,208.14
passport,3,0,14,7,9,37.19,177.24,240
license,0,0,9,7,8,29.21,138.33,188.24
license,0,0,13,11,17,30.9,227.58,240
nic,2,0,14,13,13,17.57,154.84,239.74
passport,0,0,10,13,16,30.48,251.92,240
passport,2,0,9,7,12,35.73,153.83,236.6
passport,0,0,13,7,20,25.14,119.34,193.63
passport,4,0,10,8,14,33.28,164.57,240
nic,2,0,15,9,14,20.21,119.72,181.67
passport,0,0,9,9,13,31.55,195.62,240
nic,6,1,15,4,9,19.01,56.84,72.87
passport,0,0,15,10,20,23.95,161.8,240
license,6,1,13,9,15,25.68,165.43,240
nic,1,0,10,8,14,18.1,93.09,140.54
passport,2,0,15,9,10,36.79,216.43,240
license,3,0,15,7,9,22.07,114.2,154.7
passport,0,0,9,4,4,26.93,64.25,87.92
license,0,0,15,6,15,18.13,81.32,120.08
license,4,0,9,9,15,17.23,87.37,156.39
nic,5,1,15,9,12,13.26,68.9,108.97
passport,5,1,9,4,13,36.6,88.82,132.36
nic,2,0,15,5,10,19.05,56.77,99.07
nic,3,0,10,3,10,12.46,13.17,46.33
license,0,0,9,1,11,24.36,16.87,18.54
license,1,0,15,9,10,23.9,141.38,206.3
license,4,0,10,10,10,20.23,130.28,199.21
nic,4,0,15,9,9,23.18,139.24,207.09
license,5,1,10,10,13,30.32,205.88,240
nic,0,0,14,10,16,16.47,108.44,179.22
nic,0,0,13,5,17,10.08,15.08,58.79
license,0,0,15,11,16,24.97,176.57,240
passport,4,0,13,5,18,21.12,69.59,125.82
passport,0,0,15,9,14,26.66,151.1,225.9
passport,3,0,10,0,15,31.18,5,12.98
nic,1,0,14,2,7,21.83,30.56,42.67
passport,0,0,15,15,15,32.67,311.48,240
passport,6,1,9,5,7,32.83,114.83,143.89
license,5,1,14,6,12,16.5,51.34,114.02
passport,3,0,11,10,16,29.05,185.87,240
nic,3,0,9,6,6,20.41,76.22,105.98
license,4,0,9,5,10,28.17,99.16,148.02
passport,4,0,14,15,18,36.52,355.95,240
nic,6,1,9,2,8,21.09,16.74,36.73
passport,3,0,11,9,9,39.63,245.97,240
passport,1,0,13,8,23,31.86,161.91,240
license,6,1,10,4,14,20.53,62.79,84.72
license,3,0,9,12,12,27.92,220.82,240
passport,3,0,13,14,24,29.65,270.79,240
nic,2,0,10,8,18,21.24,109.57,172.44
nic,4,0,9,5,11,21.89,85.53,114.66
nic,1,0,13,3,11,20.26,43.53,87.26
license,1,0,10,13,13,25.8,218.14,240
license,4,0,9,4,8,22.6,49.27,83.59
passport,3,0,9,6,6,30.2,112.28,171.71
license,0,0,11,9,18,23.8,126.72,220.21
passport,5,1,10,5,13,33.72,94.62,157.33
passport,1,0,13,13,19,33.35,267.9,240
passport,0,0,15,9,16,28.05,159.5,240
passport,5,1,11,2,7,30.59,29.5,44.68
passport,2,0,14,14,14,30.71,283.24,240
passport,2,0,10,16,16,29.56,306.42,240
passport,0,0,15,8,12,34.9,179.72,240
license,5,1,13,10,10,23.32,149.85,232.46
passport,3,0,11,10,16,38.45,243.02,240
nic,0,0,14,8,8,20.23,114.62,179.95
license,1,0,15,8,8,24.76,120.29,200.86
passport,3,0,15,10,13,41.93,281.8,240
passport,3,0,13,11,16,24.62,183.49,240
nic,0,0,13,12,12,14.58,128.91,184.18
license,2,0,10,10,12,16.28,103.11,165.35
license,1,0,14,11,12,23.25,164.46,240
license,2,0,9,2,6,16.33,16.24,26.77
nic,5,1,11,1,16,12.83,16.89,3
passport,4,0,14,10,15,32.75,206.44,240
passport,1,0,10,8,9,32.27,170.95,240
passport,0,0,13,10,22,27.51,180.68,240
passport,5,1,14,8,8,33.49,173.05,240
license,6,1,10,9,13,22.45,145.89,196.68
nic,1,0,14,5,12,16.14,47.63,96.0
nic,1,0,13,10,11,17.3,104.63,173.84
license,2,0,10,9,12,25.12,140.45,218.37
nic,4,0,11,8,12,16.76,86.5,134.45
license,3,0,13,7,16,30.93,140.78,233.63
passport,6,1,15,12,12,26.54,204.33,240
passport,6,1,13,12,26,34.3,269.63,240
passport,6,1,9,8,12,26.31,140.92,198.69
passport,5,1,9,4,5,32.86,71.29,112.76
license,1,0,13,14,14,27.47,245.52,240
passport,5,1,11,8,8,35.68,188.46,240
nic,0,0,13,16,16,12.03,119.46,202.3
license,0,0,9,8,8,21.19,120.81,167.98
license,2,0,14,4,12,20.51,60.12,106.9
license,6,1,14,4,12,23.97,62.44,104.76
passport,6,1,9,13,13,33.93,288.94,240
nic,6,1,10,1,8,14.73,13.27,15.63
passport,1,0,14,7,17,37.85,164.35,240
passport,2,0,11,7,21,38.92,178.3,240
license,1,0,14,6,9,25.76,96.61,169.62
passport,5,1,10,8,13,28.22,142.68,206.75
passport,6,1,13,14,14,38.36,345.57,240
license,6,1,9,9,10,21.78,120.89,172.49
passport,0,0,11,6,17,28.27,104.0,180.51
license,3,0,9,8,8,22.92,113.77,167.2
passport,1,0,9,4,14,35.89,89.97,133.82
license,1,0,14,9,17,28.14,152.81,240
passport,6,1,14,10,13,28.63,177.41,240
license,5,1,15,1,2,23.19,13.2,11.49
passport,5,1,10,5,8,32.27,106.15,147.09
passport,3,0,14,8,18,33.58,173.43,240
passport,1,0,9,6,11,29.25,128.14,169.24
nic,5,1,14,7,8,16.39,86.54,134.25
license,5,1,9,4,4,26.48,69.48,84.78
nic,2,0,15,6,7,17.22,57.55,91.52
passport,3,0,10,8,16,31.37,167.58,240
license,5,1,15,7,12,15.01,80.54,109.11
nic,5,1,13,6,16,22.61,93.47,147.78
license,4,0,11,7,13,20.3,94.46,152.8
nic,4,0,14,16,26,22.71,237.32,240
nic,1,0,13,9,17,20.27,123.33,205.59
nic,0,0,11,3,15,14.6,30.46,57.68
nic,4,0,9,7,7,11.43,56.77,83.51
nic,3,0,13,8,9,18.74,94.82,156.87
nic,1,0,9,7,7,20.27,86.99,128.5
passport,1,0,11,9,14,32.46,191.17,240
nic,5,1,15,6,6,18.69,69.73,104.34
passport,5,1,13,11,11,34.07,238.12,240
license,5,1,14,5,15,26.62,79.53,140.26
passport,0,0,11,10,10,34.54,231.63,240
nic,0,0,9,10,10,18.72,128.37,171.55
nic,6,1,13,11,14,14.08,86.31,153.86
nic,3,0,14,6,15,20.02,72.65,131.26
license,4,0,9,2,13,24.77,45.01,53.01
passport,6,1,13,9,9,29.4,166.19,240
nic,6,1,14,6,9,23.32,99.76,137.24
nic,4,0,10,8,15,19.58,114.98,163.71
license,5,1,13,7,9,23.37,94.7,155.63
license,3,0,10,10,11,26.53,170.11,240
license,1,0,14,13,15,13.32,125.58,183.49
nic,2,0,9,7,7,16.32,67.38,102.48
passport,0,0,13,13,13,29.59,246.34,240
license,0,0,10,13,14,24.27,204.38,240
license,2,0,13,9,13,23.79,137.54,220.87
passport,1,0,10,4,19,29.36,76.55,136.48
nic,2,0,11,12,12,15.5,120.11,176.92
nic,4,0,9,6,6,17.83,65.73,85.46
license,6,1,15,13,17,26.34,223.2,240
passport,5,1,13,7,19,38.04,185.76,240
passport,4,0,15,2,14,35.86,66.37,75.45
nic,3,0,14,14,14,11.9,127.43,178.15
passport,0,0,14,4,14,33.82,84.48,158.24
nic,5,1,11,9,9,18.22,107.03,151.37
nic,2,0,10,8,8,24.22,140.03,193.88
passport,1,0,10,11,11,29.76,214.82,240
license,4,0,15,16,16,19.52,195.06,240
nic,6,1,11,10,10,17.7,121.46,171.95
passport,0,0,15,7,8,35.67,165.69,240
passport,6,1,15,11,11,28.72,193.02,240
license,1,0,11,13,13,25.73,227.02,240
license,0,0,15,4,16,17.9,46.72,74.29
passport,1,0,9,4,20,31.02,75.97,132.11
passport,4,0,15,14,15,33.16,307.52,240
license,5,1,15,6,6,21.71,76.51,127.08
license,6,1,15,5,13,25.96,96.42,129.37
passport,0,0,10,10,12,32.8,215.46,240
license,6,1,14,4,14,22.71,66.08,99.37
license,3,0,14,7,17,25.21,127.36,195.73
passport,5,1,15,9,13,29.21,182.84,240
license,3,0,9,6,8,24.04,100.01,140.37
passport,2,0,15,6,8,32.86,115.12,184.97
license,0,0,9,2,13,20.25,24.23,38.79
passport,1,0,15,8,12,34.32,171.34,240
